Geneid	GeneSymbol	Chromosome	Start	End	Class	Strand	Length
ENSMUSG00000042688.16	 Mapk6	chr9	75369062	75410005	 protein_coding	-	40943
ENSMUSG00000111545.1	 Gm18015	chr9	75372784	75373099	 processed_pseudogene	-	315
ENSMUSG00000111495.1	 Gm5366	chr9	75374611	75375948	 processed_pseudogene	-	1337
ENSMUSG00000097021.7	 4933433G15Rik	chr9	75410184	75417709	 lncRNA	+	7525
ENSMUSG00000042487.6	 Leo1	chr9	75441524	75466432	 protein_coding	+	24908
ENSMUSG00000109032.1	 Gm7972	chr9	75468616	75486681	 transcribed_unprocessed_pseudogene	+	18065
ENSMUSG00000058587.9	 Tmod3	chr9	75497707	75559657	 protein_coding	-	61950
ENSMUSG00000111228.1	 Gm48789	chr9	75520374	75520502	 processed_pseudogene	-	128
ENSMUSG00000032186.15	 Tmod2	chr9	75565621	75611325	 protein_coding	-	45704
ENSMUSG00000110895.1	 Gm48822	chr9	75582739	75585109	 TEC	-	2370
ENSMUSG00000032184.5	 Lysmd2	chr9	75625741	75637771	 protein_coding	+	12030
ENSMUSG00000032181.7	 Scg3	chr9	75643189	75684056	 protein_coding	-	40867
ENSMUSG00000102176.1	 Gm37871	chr9	75666652	75667339	 TEC	+	687
ENSMUSG00000098232.1	 Gm3671	chr9	75693653	75694659	 processed_pseudogene	-	1006
ENSMUSG00000032179.7	 Bmp5	chr9	75775364	75900310	 protein_coding	+	124946
ENSMUSG00000110817.1	 Gm47723	chr9	75876260	75877713	 TEC	+	1453
ENSMUSG00000097836.1	 Gm26903	chr9	75897843	76015192	 lncRNA	-	117349
ENSMUSG00000105435.1	 Gm44355	chr9	75911422	75911525	 miRNA	+	103
ENSMUSG00000111119.1	 Gm34005	chr9	75964204	75964485	 processed_pseudogene	+	281
ENSMUSG00000093025.1	 Gm25300	chr9	75970944	75971027	 snRNA	-	83
ENSMUSG00000007908.14	 Hmgcll1	chr9	76014855	76136350	 protein_coding	+	121495
ENSMUSG00000103354.1	 Gm38083	chr9	76067449	76070946	 TEC	+	3497
ENSMUSG00000059383.14	 Gfral	chr9	76164102	76213657	 protein_coding	-	49555
ENSMUSG00000032360.16	 Hcrtr2	chr9	76225880	76323856	 protein_coding	-	97976
ENSMUSG00000098894.1	 Gm27234	chr9	76319577	76320846	 lncRNA	+	1269
ENSMUSG00000032358.12	 Fam83b	chr9	76490054	76567116	 protein_coding	-	77062
ENSMUSG00000098335.1	 Gm27156	chr9	76650381	76651134	 processed_pseudogene	+	753
ENSMUSG00000098924.1	 Gm27245	chr9	76658075	76658450	 processed_pseudogene	+	375
ENSMUSG00000077144.1	 Gm22938	chr9	76716628	76716747	 snoRNA	-	119
ENSMUSG00000111222.1	 Gm34158	chr9	76754767	76786516	 lncRNA	+	31749
ENSMUSG00000099239.1	 Gm27155	chr9	76760112	76761009	 processed_pseudogene	-	897
ENSMUSG00000084502.1	 Gm23791	chr9	76773232	76773524	 misc_RNA	-	292
ENSMUSG00000110839.1	 Gm47800	chr9	76804116	76823062	 lncRNA	-	18946
ENSMUSG00000098888.1	 Gm18486	chr9	76869186	76869483	 processed_pseudogene	-	297
ENSMUSG00000032357.12	 Tinag	chr9	76951693	77045794	 protein_coding	-	94101
ENSMUSG00000098333.1	 Gm27158	chr9	76989782	76990019	 processed_pseudogene	+	237
ENSMUSG00000098370.1	 Gm19541	chr9	77046682	77051953	 lncRNA	+	5271
ENSMUSG00000099138.1	 Gm5746	chr9	77097191	77099390	 processed_pseudogene	+	2199
ENSMUSG00000032355.16	 Mlip	chr9	77102081	77352969	 protein_coding	-	250888
ENSMUSG00000098668.1	 Gm27210	chr9	77294838	77295239	 processed_pseudogene	-	401
ENSMUSG00000102783.1	 Gm38254	chr9	77302067	77303075	 TEC	-	1008
ENSMUSG00000103794.1	 4930590H14Rik	chr9	77357352	77357902	 TEC	+	550
ENSMUSG00000099170.1	 5730403I07Rik	chr9	77366412	77399418	 lncRNA	-	33006
ENSMUSG00000032352.16	 Lrrc1	chr9	77430823	77544870	 protein_coding	-	114047
ENSMUSG00000099094.1	 Gm19569	chr9	77544959	77546467	 lncRNA	+	1508
ENSMUSG00000098895.1	 Gm21013	chr9	77552633	77553833	 processed_pseudogene	-	1200
ENSMUSG00000093211.1	 Gm25250	chr9	77577714	77577789	 miRNA	+	75
ENSMUSG00000044938.8	 Klhl31	chr9	77636500	77660127	 protein_coding	+	23627
ENSMUSG00000111225.1	 Gm47790	chr9	77692197	77730279	 lncRNA	-	38082
ENSMUSG00000110838.1	 Gm47789	chr9	77706558	77707882	 lncRNA	-	1324
ENSMUSG00000111014.1	 Gm47795	chr9	77730737	77733268	 lncRNA	-	2531
ENSMUSG00000032350.9	 Gclc	chr9	77754535	77794485	 protein_coding	+	39950
ENSMUSG00000111253.1	 Gm34654	chr9	77807036	77809793	 lncRNA	-	2757
ENSMUSG00000111250.1	 Gm47818	chr9	77836030	77848111	 lncRNA	+	12081
ENSMUSG00000111580.1	 Gm19572	chr9	77851708	77852045	 processed_pseudogene	+	337
ENSMUSG00000110724.1	 Gm47824	chr9	77901529	77902619	 TEC	+	1090
ENSMUSG00000032349.13	 Elovl5	chr9	77917364	77984519	 protein_coding	+	67155
ENSMUSG00000111610.1	 Gm34829	chr9	77992599	78002261	 lncRNA	+	9662
ENSMUSG00000077730.1	 Gm23609	chr9	78013972	78014098	 snoRNA	-	126
ENSMUSG00000111335.1	 Gm39375	chr9	78015018	78020703	 lncRNA	+	5685
ENSMUSG00000111850.1	 Gm47829	chr9	78027945	78028089	 processed_pseudogene	+	144
ENSMUSG00000023333.8	 Gcm1	chr9	78051924	78065624	 protein_coding	+	13700
ENSMUSG00000111596.1	 Gm8058	chr9	78068851	78069437	 processed_pseudogene	+	586
ENSMUSG00000001366.14	 Fbxo9	chr9	78081499	78109065	 protein_coding	-	27566
ENSMUSG00000009828.15	 Ick	chr9	78109192	78172107	 protein_coding	+	62915
ENSMUSG00000065037.1	 Rn7sk	chr9	78175303	78175633	 misc_RNA	-	330
ENSMUSG00000097574.2	 C920006O11Rik	chr9	78175914	78178879	 transcribed_unprocessed_pseudogene	+	2965
ENSMUSG00000032348.6	 Gsta4	chr9	78182774	78209349	 protein_coding	+	26575
ENSMUSG00000111015.1	 Gm3126	chr9	78213378	78214845	 processed_pseudogene	-	1467
ENSMUSG00000074183.3	 Gsta1	chr9	78230656	78242684	 protein_coding	+	12028
ENSMUSG00000110919.1	 Dppa5b	chr9	78245550	78246135	 unprocessed_pseudogene	+	585
ENSMUSG00000111709.1	 Gm3776	chr9	78257129	78269166	 protein_coding	+	12037
ENSMUSG00000111423.1	 Dppa5c	chr9	78271998	78272583	 unprocessed_pseudogene	+	585
ENSMUSG00000074179.11	 Gm10639	chr9	78289923	78305525	 protein_coding	+	15602
ENSMUSG00000066463.13	 Omt2a	chr9	78311972	78314796	 protein_coding	-	2824
ENSMUSG00000090802.2	 Gm8074	chr9	78321299	78322354	 unprocessed_pseudogene	-	1055
ENSMUSG00000038750.12	 Omt2b	chr9	78327589	78329620	 protein_coding	+	2031
ENSMUSG00000057933.10	 Gsta2	chr9	78331018	78355788	 protein_coding	-	24770
ENSMUSG00000060461.5	 Dppa5a	chr9	78367052	78368177	 protein_coding	-	1125
ENSMUSG00000032346.7	 Ooep	chr9	78376109	78378725	 protein_coding	-	2616
ENSMUSG00000083032.1	 Gm8087	chr9	78388901	78389467	 processed_pseudogene	-	566
ENSMUSG00000090724.1	 4930542C12Rik	chr9	78394956	78396158	 lncRNA	-	1202
ENSMUSG00000070291.4	 Ddx43	chr9	78395777	78423587	 protein_coding	+	27810
ENSMUSG00000087052.1	 Gm8093	chr9	78427507	78430805	 transcribed_processed_pseudogene	+	3298
ENSMUSG00000032344.17	 Cgas	chr9	78430526	78443237	 protein_coding	-	12711
ENSMUSG00000090317.1	 Gm17324	chr9	78447865	78448786	 lncRNA	-	921
ENSMUSG00000032342.13	 Mto1	chr9	78448208	78475348	 protein_coding	+	27140
ENSMUSG00000037742.14	 Eef1a1	chr9	78478449	78489151	 protein_coding	-	10702
ENSMUSG00000076138.1	 Gm26377	chr9	78478528	78478635	 miRNA	-	107
ENSMUSG00000111417.1	 Gm47430	chr9	78520546	78522157	 lncRNA	+	1611
ENSMUSG00000049624.14	 Slc17a5	chr9	78536488	78588041	 protein_coding	-	51553
ENSMUSG00000046186.8	 Cd109	chr9	78615546	78716253	 protein_coding	+	100707
ENSMUSG00000091147.1	 4921509A06Rik	chr9	78629374	78630128	 lncRNA	-	754
ENSMUSG00000111139.1	 Gm47497	chr9	78765388	78765600	 processed_pseudogene	-	212
ENSMUSG00000110809.1	 Gm46138	chr9	78767107	78767532	 processed_pseudogene	-	425
ENSMUSG00000059422.5	 Gm8116	chr9	78820638	78821838	 processed_pseudogene	-	1200
ENSMUSG00000111081.1	 Gm47498	chr9	78936559	78936783	 processed_pseudogene	-	224
ENSMUSG00000111309.1	 Gm18863	chr9	78942338	78943636	 processed_pseudogene	-	1298
ENSMUSG00000111363.1	 Gm35024	chr9	79026940	79029752	 lncRNA	-	2812
ENSMUSG00000110923.1	 Gm47499	chr9	79159621	79202007	 lncRNA	-	42386
ENSMUSG00000111638.1	 Gm47501	chr9	79215121	79267651	 lncRNA	-	52530
ENSMUSG00000102020.1	 Gm28620	chr9	79238620	79239058	 lncRNA	+	438
ENSMUSG00000111670.1	 Gm47500	chr9	79263892	79264275	 processed_pseudogene	+	383
ENSMUSG00000110856.1	 Gm49264	chr9	79342236	79342940	 processed_pseudogene	-	704
ENSMUSG00000111492.1	 Aldoa-ps3	chr9	79346321	79346626	 processed_pseudogene	-	305
ENSMUSG00000111336.1	 Aldoa-ps4	chr9	79346774	79347526	 processed_pseudogene	+	752
ENSMUSG00000111633.1	 Gm39377	chr9	79378119	79390855	 lncRNA	-	12736
ENSMUSG00000111560.1	 Gm35262	chr9	79395203	79395469	 processed_pseudogene	-	266
ENSMUSG00000111765.1	 Gm10635	chr9	79444037	79519302	 lncRNA	-	75265
ENSMUSG00000111207.1	 Gm8125	chr9	79573808	79574545	 processed_pseudogene	+	737
ENSMUSG00000032332.17	 Col12a1	chr9	79598991	79718831	 protein_coding	-	119840
ENSMUSG00000086608.1	 4930562D21Rik	chr9	79688776	79690907	 lncRNA	+	2131
ENSMUSG00000032330.7	 Cox7a2	chr9	79755361	79759878	 protein_coding	-	4517
ENSMUSG00000032328.12	 Tmem30a	chr9	79768943	79793507	 protein_coding	-	24564
ENSMUSG00000086918.1	 4930429F24Rik	chr9	79793641	79803235	 lncRNA	+	9594
ENSMUSG00000034898.16	 Filip1	chr9	79815051	80012851	 protein_coding	-	197800
ENSMUSG00000092565.1	 Gm20477	chr9	79838108	79838387	 processed_pseudogene	-	279
ENSMUSG00000092581.1	 Gm3211	chr9	79913200	79913631	 lncRNA	+	431
ENSMUSG00000111827.1	 Gm8131	chr9	80003838	80005407	 processed_pseudogene	+	1569
ENSMUSG00000088908.1	 Gm25433	chr9	80037429	80037714	 misc_RNA	+	285
ENSMUSG00000111574.1	 Gm46146	chr9	80043871	80044216	 processed_pseudogene	-	345
ENSMUSG00000034252.14	 Senp6	chr9	80066903	80144953	 protein_coding	+	78050
ENSMUSG00000093779.1	 Gm20648	chr9	80073429	80073756	 processed_pseudogene	-	327
ENSMUSG00000084917.3	 Gm17477	chr9	80118895	80121937	 lncRNA	-	3042
ENSMUSG00000033577.18	 Myo6	chr9	80165031	80311729	 protein_coding	+	146698
ENSMUSG00000099016.1	 Gm27227	chr9	80263306	80265450	 lncRNA	-	2144
ENSMUSG00000032343.15	 Impg1	chr9	80313330	80465481	 protein_coding	-	152151
ENSMUSG00000111267.1	 Gm18292	chr9	80451248	80452166	 processed_pseudogene	+	918
ENSMUSG00000111510.2	 Gm48387	chr9	80544763	80601097	 lncRNA	-	56334
ENSMUSG00000111717.1	 Gm39380	chr9	80709995	80713723	 lncRNA	+	3728
ENSMUSG00000098685.1	 Gm27224	chr9	80802651	80864861	 lncRNA	+	62210
ENSMUSG00000098935.1	 Gm27225	chr9	80926034	80927213	 processed_pseudogene	-	1179
ENSMUSG00000097655.3	 Gm26713	chr9	80955436	81203591	 lncRNA	+	248155
ENSMUSG00000099085.1	 Gm8151	chr9	81016088	81016958	 processed_pseudogene	-	870
ENSMUSG00000098429.1	 Gm27226	chr9	81455397	81460966	 lncRNA	+	5569
ENSMUSG00000049511.5	 Htr1b	chr9	81628291	81633828	 protein_coding	-	5537
ENSMUSG00000097466.8	 D430036J16Rik	chr9	81631551	81645156	 lncRNA	+	13605
ENSMUSG00000079225.3	 Gm9531	chr9	81677598	81678677	 transcribed_processed_pseudogene	+	1079
ENSMUSG00000097241.2	 Gm26907	chr9	81776695	81858891	 lncRNA	-	82196
ENSMUSG00000043289.12	 Mei4	chr9	81863670	82206007	 protein_coding	+	342337
ENSMUSG00000103536.1	 Gm37837	chr9	82028580	82029183	 TEC	+	603
ENSMUSG00000110748.1	 Gm19228	chr9	82196479	82197195	 processed_pseudogene	-	716
ENSMUSG00000081273.1	 Gm15896	chr9	82202648	82203398	 processed_pseudogene	+	750
ENSMUSG00000077415.1	 Gm23748	chr9	82247848	82247978	 snoRNA	+	130
ENSMUSG00000111697.1	 Gm35548	chr9	82249931	82260208	 lncRNA	-	10277
ENSMUSG00000099266.1	 1700063H06Rik	chr9	82260293	82263485	 lncRNA	+	3192
ENSMUSG00000089066.1	 Gm22836	chr9	82439414	82439474	 snRNA	-	60
ENSMUSG00000088760.1	 Gm24393	chr9	82463356	82463452	 snRNA	-	96
ENSMUSG00000098420.1	 Gm27249	chr9	82524991	82525318	 processed_pseudogene	+	327
ENSMUSG00000032251.12	 Irak1bp1	chr9	82829540	82847687	 protein_coding	+	18147
ENSMUSG00000032253.13	 Phip	chr9	82866159	82975516	 protein_coding	-	109357
ENSMUSG00000111839.1	 Gm39383	chr9	83008603	83042603	 lncRNA	+	34000
ENSMUSG00000099188.1	 Gm27248	chr9	83073223	83073388	 processed_pseudogene	-	165
ENSMUSG00000111774.1	 Gm38398	chr9	83098224	83106330	 lncRNA	+	8106
ENSMUSG00000066456.14	 Hmgn3	chr9	83109948	83146685	 protein_coding	-	36737
ENSMUSG00000102882.1	 Gm2065	chr9	83114108	83116864	 TEC	+	2756
ENSMUSG00000101144.2	 Gm29054	chr9	83145915	83147364	 lncRNA	+	1449
ENSMUSG00000104080.1	 Gm38279	chr9	83174647	83175777	 TEC	-	1130
ENSMUSG00000098747.7	 Gm27216	chr9	83240481	83254540	 lncRNA	-	14059
ENSMUSG00000111443.1	 Gm46123	chr9	83346159	83353978	 lncRNA	+	7819
ENSMUSG00000032258.15	 Lca5	chr9	83390293	83441127	 protein_coding	-	50834
ENSMUSG00000058838.9	 Rps27a-ps2	chr9	83409660	83410126	 processed_pseudogene	+	466
ENSMUSG00000099718.1	 Gm2087	chr9	83431547	83454573	 lncRNA	+	23026
ENSMUSG00000103044.1	 Gm37307	chr9	83447559	83450179	 TEC	+	2620
ENSMUSG00000099816.1	 Gm28552	chr9	83480032	83480419	 processed_pseudogene	+	387
ENSMUSG00000100027.1	 Gm28477	chr9	83497666	83498071	 processed_pseudogene	+	405
ENSMUSG00000032261.16	 Sh3bgrl2	chr9	83548327	83638801	 protein_coding	+	90474
ENSMUSG00000110950.1	 Gm39384	chr9	83571560	83573289	 lncRNA	-	1729
ENSMUSG00000111820.1	 Gm36120	chr9	83678081	83687525	 lncRNA	-	9444
ENSMUSG00000100155.1	 Gm2109	chr9	83691475	83693223	 lncRNA	+	1748
ENSMUSG00000032262.13	 Elovl4	chr9	83778692	83806277	 protein_coding	-	27585
ENSMUSG00000038379.15	 Ttk	chr9	83834689	83872389	 protein_coding	+	37700
ENSMUSG00000111769.1	 Gm36278	chr9	83921709	83925022	 lncRNA	-	3313
ENSMUSG00000032263.14	 Bckdhb	chr9	83925145	84124240	 protein_coding	+	199095
ENSMUSG00000101392.1	 Gm29163	chr9	83938369	83938475	 snRNA	-	106
ENSMUSG00000101077.1	 Gm29164	chr9	83965984	83967007	 processed_pseudogene	-	1023
ENSMUSG00000111757.1	 Gm46124	chr9	84009139	84024817	 lncRNA	-	15678
ENSMUSG00000077666.1	 Gm26146	chr9	84188355	84188539	 snRNA	+	184
ENSMUSG00000111616.1	 Gm18487	chr9	84385307	84386555	 processed_pseudogene	-	1248
ENSMUSG00000099927.1	 Gm8226	chr9	84423984	84424781	 processed_pseudogene	+	797
ENSMUSG00000111245.1	 Gm39388	chr9	84577960	84613684	 lncRNA	+	35724
ENSMUSG00000065122.1	 Gm26126	chr9	84649496	84649659	 snRNA	+	163
ENSMUSG00000111770.1	 Gm48811	chr9	84676576	84677002	 processed_pseudogene	-	426
ENSMUSG00000099724.2	 4930554C24Rik	chr9	84774398	84857691	 lncRNA	+	83293
ENSMUSG00000111500.1	 Gm48820	chr9	84858707	84862914	 lncRNA	+	4207
ENSMUSG00000102064.1	 Gm28625	chr9	84890545	84890749	 lncRNA	+	204
ENSMUSG00000110783.1	 Gm48821	chr9	84892120	84924633	 lncRNA	-	32513
ENSMUSG00000099779.1	 Gm8228	chr9	84973053	84976515	 processed_pseudogene	-	3462
ENSMUSG00000101673.1	 Gm28070	chr9	85104765	85105209	 processed_pseudogene	+	444
ENSMUSG00000111281.1	 Gm48830	chr9	85221196	85234582	 lncRNA	-	13386
ENSMUSG00000111822.1	 Gm48831	chr9	85238908	85240041	 lncRNA	-	1133
ENSMUSG00000079433.1	 Gm11114	chr9	85312773	85312860	 protein_coding	+	87
ENSMUSG00000032265.14	 Tent5a	chr9	85320439	85327348	 protein_coding	-	6909
ENSMUSG00000111840.1	 Gm48832	chr9	85332352	85348065	 lncRNA	-	15713
ENSMUSG00000103368.1	 Gm36927	chr9	85342511	85344351	 TEC	-	1840
ENSMUSG00000111663.1	 Gm48833	chr9	85418035	85419158	 lncRNA	-	1123
ENSMUSG00000065274.1	 Gm25125	chr9	85472734	85472869	 snoRNA	+	135
ENSMUSG00000110956.1	 Gm48834	chr9	85519493	85553765	 lncRNA	-	34272
ENSMUSG00000111386.1	 Gm48842	chr9	85637289	85639567	 lncRNA	-	2278
ENSMUSG00000035941.15	 Ibtk	chr9	85687360	85749334	 protein_coding	-	61974
ENSMUSG00000103715.1	 4933431K14Rik	chr9	85749078	85750429	 TEC	+	1351
ENSMUSG00000065706.1	 Gm22830	chr9	85772351	85772480	 snoRNA	-	129
ENSMUSG00000099980.1	 Gm5619	chr9	85781868	85782627	 processed_pseudogene	-	759
ENSMUSG00000100019.1	 Gm18766	chr9	85789764	85790571	 processed_pseudogene	-	807
ENSMUSG00000056031.13	 9330154J02Rik	chr9	85820241	85844323	 lncRNA	-	24082
ENSMUSG00000035274.13	 Tpbg	chr9	85842380	85847040	 protein_coding	+	4660
ENSMUSG00000110946.1	 Gm47604	chr9	85941038	85943200	 lncRNA	-	2162
ENSMUSG00000111418.1	 Gm18016	chr9	86173925	86176015	 processed_pseudogene	-	2090
ENSMUSG00000032415.14	 Ube2cbp	chr9	86307306	86464950	 protein_coding	-	157644
ENSMUSG00000083731.1	 Gm16202	chr9	86316141	86316684	 processed_pseudogene	-	543
ENSMUSG00000034973.16	 Dop1a	chr9	86467154	86555923	 protein_coding	+	88769
ENSMUSG00000103731.1	 Gm17530	chr9	86546682	86547153	 TEC	-	471
ENSMUSG00000056131.13	 Pgm3	chr9	86554377	86571842	 protein_coding	-	17465
ENSMUSG00000032417.10	 Rwdd2a	chr9	86571991	86574899	 protein_coding	+	2908
ENSMUSG00000032418.15	 Me1	chr9	86581371	86695953	 protein_coding	-	114582
ENSMUSG00000102259.1	 Gm38230	chr9	86684050	86685208	 TEC	-	1158
ENSMUSG00000087466.3	 A330041J22Rik	chr9	86695460	86701253	 lncRNA	+	5793
ENSMUSG00000093074.1	 Gm25949	chr9	86699043	86699156	 snRNA	-	113
ENSMUSG00000089373.1	 Gm22138	chr9	86703819	86703946	 snoRNA	+	127
ENSMUSG00000104120.1	 Gm37484	chr9	86712004	86714526	 TEC	+	2522
ENSMUSG00000033491.13	 Prss35	chr9	86743649	86758443	 protein_coding	+	14794
ENSMUSG00000033419.15	 Snap91	chr9	86765923	86880654	 protein_coding	-	114731
ENSMUSG00000103891.1	 Gm37941	chr9	86784547	86786855	 TEC	-	2308
ENSMUSG00000111874.1	 Gm36539	chr9	86981991	87006163	 lncRNA	-	24172
ENSMUSG00000047897.10	 Ripply2	chr9	87015537	87019917	 protein_coding	+	4380
ENSMUSG00000032872.16	 Cyb5r4	chr9	87022014	87077774	 protein_coding	+	55760
ENSMUSG00000099539.1	 Gm8282	chr9	87127334	87127816	 processed_pseudogene	+	482
ENSMUSG00000042761.14	 Mrap2	chr9	87144306	87184045	 protein_coding	+	39739
ENSMUSG00000102830.1	 Gm37012	chr9	87188336	87189413	 TEC	-	1077
ENSMUSG00000056919.9	 Cep162	chr9	87189577	87255536	 protein_coding	-	65959
ENSMUSG00000087731.1	 Gm24649	chr9	87200109	87200242	 rRNA	+	133
ENSMUSG00000099385.1	 Gm9540	chr9	87394250	87394727	 processed_pseudogene	+	477
ENSMUSG00000102683.1	 Gm37375	chr9	87498112	87498498	 TEC	+	386
ENSMUSG00000032419.8	 Tbx18	chr9	87702800	87731260	 protein_coding	-	28460
ENSMUSG00000103710.1	 D030062O11Rik	chr9	87729285	87732090	 TEC	+	2805
ENSMUSG00000102684.1	 Gm37374	chr9	87738192	87740020	 TEC	-	1828
ENSMUSG00000102043.1	 Gm9541	chr9	87769770	87770271	 processed_pseudogene	+	501
ENSMUSG00000093937.1	 Gm25528	chr9	87888456	87888587	 snoRNA	-	131
ENSMUSG00000077553.1	 Gm23176	chr9	88021420	88021549	 snoRNA	-	129
ENSMUSG00000099584.1	 Gm28877	chr9	88039089	88039692	 processed_pseudogene	-	603
ENSMUSG00000099886.1	 Gm2324	chr9	88121295	88122765	 processed_pseudogene	-	1470
ENSMUSG00000102075.2	 Gm5368	chr9	88145969	88146557	 processed_pseudogene	+	588
ENSMUSG00000100782.1	 Gm28231	chr9	88259895	88263035	 lncRNA	+	3140
ENSMUSG00000100337.1	 Gm5066	chr9	88280369	88281190	 processed_pseudogene	-	821
ENSMUSG00000111795.1	 Gm47620	chr9	88286724	88287153	 processed_pseudogene	+	429
ENSMUSG00000032420.8	 Nt5e	chr9	88327197	88372092	 protein_coding	+	44895
ENSMUSG00000032422.17	 Snx14	chr9	88376750	88438958	 protein_coding	-	62208
ENSMUSG00000066443.5	 Gm10163	chr9	88390837	88391317	 processed_pseudogene	+	480
ENSMUSG00000092541.7	 Gm20537	chr9	88407432	88456616	 protein_coding	-	49184
ENSMUSG00000101335.1	 Gm28229	chr9	88441500	88443652	 lncRNA	-	2152
ENSMUSG00000032423.12	 Syncrip	chr9	88447009	88482574	 protein_coding	-	35565
ENSMUSG00000097195.9	 Snhg5	chr9	88521050	88522929	 lncRNA	-	1879
ENSMUSG00000094263.1	 Snord50a	chr9	88521529	88521600	 snoRNA	-	71
ENSMUSG00000094179.1	 Snord50b	chr9	88521797	88521868	 snoRNA	-	71
ENSMUSG00000084703.1	 Gm22985	chr9	88526679	88526794	 snRNA	-	115
ENSMUSG00000032425.15	 Zfp949	chr9	88548020	88571061	 protein_coding	+	23041
ENSMUSG00000092805.2	 Gm26461	chr9	88553236	88553525	 misc_RNA	+	289
ENSMUSG00000090693.4	 Trim43a	chr9	88580891	88588819	 protein_coding	+	7928
ENSMUSG00000097073.7	 9430037G07Rik	chr9	88595325	88599516	 lncRNA	-	4191
ENSMUSG00000099389.1	 Gm29603	chr9	88597410	88597743	 processed_pseudogene	+	333
ENSMUSG00000095772.1	 Gm23017	chr9	88598348	88598419	 snoRNA	-	71
ENSMUSG00000103967.1	 Gm38214	chr9	88680939	88681926	 TEC	-	987
ENSMUSG00000102533.1	 Gm37226	chr9	88682932	88686186	 TEC	-	3254
ENSMUSG00000079427.10	 Mthfsl	chr9	88688602	88720296	 protein_coding	-	31694
ENSMUSG00000074149.9	 Gm10634	chr9	88719629	88806264	 lncRNA	+	86635
ENSMUSG00000099974.1	 Bcl2a1d	chr9	88723285	88731914	 protein_coding	-	8629
ENSMUSG00000103165.1	 Gm37560	chr9	88731998	88732997	 TEC	+	999
ENSMUSG00000077258.1	 Gm26082	chr9	88770355	88770481	 snoRNA	-	126
ENSMUSG00000103837.1	 Gm37614	chr9	88826604	88826813	 TEC	-	209
ENSMUSG00000101698.1	 Gm29562	chr9	88827522	88828425	 lncRNA	+	903
ENSMUSG00000067399.10	 Trim43c	chr9	88839164	88848190	 protein_coding	+	9026
ENSMUSG00000097177.8	 9330159M07Rik	chr9	88840236	88858870	 lncRNA	-	18634
ENSMUSG00000101865.1	 Gm9775	chr9	88856756	88857086	 processed_pseudogene	+	330
ENSMUSG00000096191.1	 Gm26135	chr9	88857693	88857764	 snoRNA	-	71
ENSMUSG00000097677.1	 Gm26611	chr9	88859011	88883554	 lncRNA	+	24543
ENSMUSG00000099930.1	 Gm2396	chr9	88878994	88937342	 lncRNA	-	58348
ENSMUSG00000077554.1	 Gm23707	chr9	88917832	88917956	 snoRNA	+	124
ENSMUSG00000102037.1	 Bcl2a1a	chr9	88956900	88962419	 protein_coding	+	5519
ENSMUSG00000103581.1	 Gm37833	chr9	88980921	88984176	 TEC	+	3255
ENSMUSG00000103336.1	 Gm37993	chr9	88985191	88986178	 TEC	+	987
ENSMUSG00000096473.1	 Gm24463	chr9	89075336	89075407	 snoRNA	+	71
ENSMUSG00000100602.1	 Gm19498	chr9	89076012	89076342	 processed_pseudogene	-	330
ENSMUSG00000079162.8	 Trim43b	chr9	89084624	89092835	 protein_coding	-	8211
ENSMUSG00000074146.9	 4930579C12Rik	chr9	89113111	89177887	 lncRNA	-	64776
ENSMUSG00000077465.1	 Gm26423	chr9	89158999	89159126	 snoRNA	+	127
ENSMUSG00000089929.1	 Bcl2a1b	chr9	89199209	89207827	 protein_coding	+	8618
ENSMUSG00000100838.1	 Gm29094	chr9	89199379	89215471	 protein_coding	+	16092
ENSMUSG00000066442.17	 Mthfs	chr9	89210676	89377713	 protein_coding	+	167037
ENSMUSG00000103247.1	 Gm38091	chr9	89259525	89263395	 TEC	-	3870
ENSMUSG00000111806.1	 Gm47403	chr9	89550698	89560384	 lncRNA	-	9686
ENSMUSG00000039313.14	 Minar1	chr9	89587216	89623125	 protein_coding	-	35909
ENSMUSG00000111274.1	 Gm47409	chr9	89638072	89646002	 lncRNA	+	7930
ENSMUSG00000111569.1	 Gm47410	chr9	89667273	89668471	 processed_pseudogene	-	1198
ENSMUSG00000032353.9	 Tmed3	chr9	89699206	89705068	 protein_coding	-	5862
ENSMUSG00000047606.4	 Ankrd34c	chr9	89725245	89738475	 protein_coding	-	13230
ENSMUSG00000100523.1	 Gm29608	chr9	89759003	89759465	 processed_pseudogene	+	462
ENSMUSG00000065596.1	 Mir184	chr9	89802260	89802328	 miRNA	-	68
ENSMUSG00000098727.1	 1700017I07Rik	chr9	89802870	89806055	 lncRNA	+	3185
ENSMUSG00000098627.7	 4930524O08Rik	chr9	89826519	89864028	 lncRNA	+	37509
ENSMUSG00000032356.12	 Rasgrf1	chr9	89909908	90026977	 protein_coding	+	117069
ENSMUSG00000088976.1	 Gm23759	chr9	90031307	90031574	 misc_RNA	+	267
ENSMUSG00000100060.1	 Gm17944	chr9	90033243	90033885	 processed_pseudogene	+	642
ENSMUSG00000032359.14	 Ctsh	chr9	90054152	90076089	 protein_coding	+	21937
ENSMUSG00000062270.14	 Morf4l1	chr9	90091665	90114774	 protein_coding	-	23109
ENSMUSG00000096976.1	 Gm26882	chr9	90094178	90095902	 lncRNA	+	1724
ENSMUSG00000096647.2	 Gm6223	chr9	90118937	90119807	 processed_pseudogene	+	870
