"GeneSymbol","Class","GeneSymbolClass"
"Gm12070","processed_pseudogene","Gm12070_processed_pseudogene"
"Gm12072","processed_pseudogene","Gm12072_processed_pseudogene"
"Gm12073","processed_pseudogene","Gm12073_processed_pseudogene"
"Gm12074","processed_pseudogene","Gm12074_processed_pseudogene"
"n-R5s68","rRNA","n-R5s68_rRNA"
"Gm24850","snoRNA","Gm24850_snoRNA"
"Gm25387","snoRNA","Gm25387_snoRNA"
"Gm12075","processed_pseudogene","Gm12075_processed_pseudogene"
"Gm12077","processed_pseudogene","Gm12077_processed_pseudogene"
"Gm3810","processed_pseudogene","Gm3810_processed_pseudogene"
"Gm12079","processed_pseudogene","Gm12079_processed_pseudogene"
"Gm12080","processed_pseudogene","Gm12080_processed_pseudogene"
"Gm6685","processed_pseudogene","Gm6685_processed_pseudogene"
"Gm12081","lncRNA","Gm12081_lncRNA"
"Ccdc85a","protein_coding","Ccdc85a_protein_coding"
"2810471M01Rik","lncRNA","2810471M01Rik_lncRNA"
"Mir216b","miRNA","Mir216b_miRNA"
"Mir216c","miRNA","Mir216c_miRNA"
"Gm12082","lncRNA","Gm12082_lncRNA"
"Mir216a","miRNA","Mir216a_miRNA"
"Mir217","miRNA","Mir217_miRNA"
"Efemp1","protein_coding","Efemp1_protein_coding"
"Rpsa-ps5","processed_pseudogene","Rpsa-ps5_processed_pseudogene"
"Pnpt1","protein_coding","Pnpt1_protein_coding"
"A630052C17Rik","lncRNA","A630052C17Rik_lncRNA"
"Ppp4r3b","protein_coding","Ppp4r3b_protein_coding"
"Cfap36","protein_coding","Cfap36_protein_coding"
"Gm12085","processed_pseudogene","Gm12085_processed_pseudogene"
"Gm23109","snRNA","Gm23109_snRNA"
"Gm12086","processed_pseudogene","Gm12086_processed_pseudogene"
"Gm12087","processed_pseudogene","Gm12087_processed_pseudogene"
"Ccdc88a","protein_coding","Ccdc88a_protein_coding"
"Prorsd1","protein_coding","Prorsd1_protein_coding"
"Gm12089","lncRNA","Gm12089_lncRNA"
"Mtif2","protein_coding","Mtif2_protein_coding"
"Rps27a","protein_coding","Rps27a_protein_coding"
"Clhc1","protein_coding","Clhc1_protein_coding"
"Gm12090","processed_pseudogene","Gm12090_processed_pseudogene"
"Gm12088","lncRNA","Gm12088_lncRNA"
"Gm12091","processed_pseudogene","Gm12091_processed_pseudogene"
"Gm12092","lncRNA","Gm12092_lncRNA"
"Gm12093","processed_pseudogene","Gm12093_processed_pseudogene"
"Rtn4","protein_coding","Rtn4_protein_coding"
"Eml6","protein_coding","Eml6_protein_coding"
"4931440F15Rik","protein_coding","4931440F15Rik_protein_coding"
"Gm12094","processed_pseudogene","Gm12094_processed_pseudogene"
"Gm22588","snoRNA","Gm22588_snoRNA"
"Gm12095","processed_pseudogene","Gm12095_processed_pseudogene"
"Sptbn1","protein_coding","Sptbn1_protein_coding"
"Gm29237","lncRNA","Gm29237_lncRNA"
"Gm8098","lncRNA","Gm8098_lncRNA"
"4930505A04Rik","protein_coding","4930505A04Rik_protein_coding"
"Acyp2","protein_coding","Acyp2_protein_coding"
"Gm12096","processed_pseudogene","Gm12096_processed_pseudogene"
"Gm12098","processed_pseudogene","Gm12098_processed_pseudogene"
"Gm12097","processed_pseudogene","Gm12097_processed_pseudogene"
"Gm12099","processed_pseudogene","Gm12099_processed_pseudogene"
"Gm12100","lncRNA","Gm12100_lncRNA"
"Gm12101","processed_pseudogene","Gm12101_processed_pseudogene"
"Psme4","protein_coding","Psme4_protein_coding"
"Gm12103","processed_pseudogene","Gm12103_processed_pseudogene"
"Gpr75","protein_coding","Gpr75_protein_coding"
"Asb3","protein_coding","Asb3_protein_coding"
"Gm12104","processed_pseudogene","Gm12104_processed_pseudogene"
"Erlec1","protein_coding","Erlec1_protein_coding"
"Chac2","protein_coding","Chac2_protein_coding"
"Gm12102","processed_pseudogene","Gm12102_processed_pseudogene"
"Gm12105","processed_pseudogene","Gm12105_processed_pseudogene"
"Gm12106","unprocessed_pseudogene","Gm12106_unprocessed_pseudogene"
"Gm17332","protein_coding","Gm17332_protein_coding"
"Stc2","protein_coding","Stc2_protein_coding"
"Bod1","protein_coding","Bod1_protein_coding"
"Gm38061","TEC","Gm38061_TEC"
"D630024D03Rik","lncRNA","D630024D03Rik_lncRNA"
"Gm12107","lncRNA","Gm12107_lncRNA"
"Cpeb4","protein_coding","Cpeb4_protein_coding"
"4930524B15Rik","protein_coding","4930524B15Rik_protein_coding"
"Nsg2","protein_coding","Nsg2_protein_coding"
"Gm12108","lncRNA","Gm12108_lncRNA"
"Gm12109","processed_pseudogene","Gm12109_processed_pseudogene"
"Il9r","protein_coding","Il9r_protein_coding"
"Snrnp25","protein_coding","Snrnp25_protein_coding"
"Rhbdf1","protein_coding","Rhbdf1_protein_coding"
"Nprl3","protein_coding","Nprl3_protein_coding"
"Mpg","protein_coding","Mpg_protein_coding"
"Hba-x","protein_coding","Hba-x_protein_coding"
"Hba-a1","protein_coding","Hba-a1_protein_coding"
"Hbq1b","protein_coding","Hbq1b_protein_coding"
"Hba-a2","protein_coding","Hba-a2_protein_coding"
"Hbq1a","protein_coding","Hbq1a_protein_coding"
"Sh3pxd2b","protein_coding","Sh3pxd2b_protein_coding"
"Ubtd2","protein_coding","Ubtd2_protein_coding"
"Efcab9","protein_coding","Efcab9_protein_coding"
"Stk10","protein_coding","Stk10_protein_coding"
"Fbxw11","protein_coding","Fbxw11_protein_coding"
"Gm8192","processed_pseudogene","Gm8192_processed_pseudogene"
"4930555O08Rik","lncRNA","4930555O08Rik_lncRNA"
"Smim23","protein_coding","Smim23_protein_coding"
"Gm12110","processed_pseudogene","Gm12110_processed_pseudogene"
"Gm12111","lncRNA","Gm12111_lncRNA"
"Gm12112","processed_pseudogene","Gm12112_processed_pseudogene"
"Gm26052","miRNA","Gm26052_miRNA"
"Rpsa-ps4","processed_pseudogene","Rpsa-ps4_processed_pseudogene"
"Gm12114","lncRNA","Gm12114_lncRNA"
"Fgf18","protein_coding","Fgf18_protein_coding"
"Npm1","protein_coding","Npm1_protein_coding"
"Gm12115","processed_pseudogene","Gm12115_processed_pseudogene"
"Tlx3","protein_coding","Tlx3_protein_coding"
"Gm12116","lncRNA","Gm12116_lncRNA"
"Ranbp17","protein_coding","Ranbp17_protein_coding"
"Gm12117","protein_coding","Gm12117_protein_coding"
"Anp32-ps","processed_pseudogene","Anp32-ps_processed_pseudogene"
"Gm12118","processed_pseudogene","Gm12118_processed_pseudogene"
"Gabrp","protein_coding","Gabrp_protein_coding"
"D130052B06Rik","lncRNA","D130052B06Rik_lncRNA"
"Kcnip1","protein_coding","Kcnip1_protein_coding"
"Gm12119","lncRNA","Gm12119_lncRNA"
"Gm12120","lncRNA","Gm12120_lncRNA"
"Kcnmb1","protein_coding","Kcnmb1_protein_coding"
"4930469K13Rik","protein_coding","4930469K13Rik_protein_coding"
"Lcp2","protein_coding","Lcp2_protein_coding"
"Gm12121","lncRNA","Gm12121_lncRNA"
"Foxi1","protein_coding","Foxi1_protein_coding"
"Dock2","protein_coding","Dock2_protein_coding"
"4930403D09Rik","lncRNA","4930403D09Rik_lncRNA"
"Fam196b","protein_coding","Fam196b_protein_coding"
"Spdl1","protein_coding","Spdl1_protein_coding"
"Gm22022","snoRNA","Gm22022_snoRNA"
"Gm12711","lncRNA","Gm12711_lncRNA"
"Gm25799","snRNA","Gm25799_snRNA"
"Slit3","protein_coding","Slit3_protein_coding"
"Gm26070","snoRNA","Gm26070_snoRNA"
"Gm12123","processed_pseudogene","Gm12123_processed_pseudogene"
"Gm12122","lncRNA","Gm12122_lncRNA"
"Mir218-2","miRNA","Mir218-2_miRNA"
"Pank3","protein_coding","Pank3_protein_coding"
"Mir103-1","miRNA","Mir103-1_miRNA"
"Gm12124","processed_pseudogene","Gm12124_processed_pseudogene"
"Fbll1","protein_coding","Fbll1_protein_coding"
"Rars","protein_coding","Rars_protein_coding"
"Wwc1","protein_coding","Wwc1_protein_coding"
"Gm12125","processed_pseudogene","Gm12125_processed_pseudogene"
"Tenm2","protein_coding","Tenm2_protein_coding"
"Gm12126","lncRNA","Gm12126_lncRNA"
"Gm12127","lncRNA","Gm12127_lncRNA"
"Gm22127","snRNA","Gm22127_snRNA"
"Gm12128","lncRNA","Gm12128_lncRNA"
"Gm25693","miRNA","Gm25693_miRNA"
"Gm12129","processed_pseudogene","Gm12129_processed_pseudogene"
"Gm12130","lncRNA","Gm12130_lncRNA"
"Gm23520","snRNA","Gm23520_snRNA"
"Gm12131","processed_pseudogene","Gm12131_processed_pseudogene"
"Gm24192","snRNA","Gm24192_snRNA"
"Gm12132","lncRNA","Gm12132_lncRNA"
"Gm12133","processed_pseudogene","Gm12133_processed_pseudogene"
"Gm12134","processed_pseudogene","Gm12134_processed_pseudogene"
"3110004A20Rik","lncRNA","3110004A20Rik_lncRNA"
"Gm12135","processed_pseudogene","Gm12135_processed_pseudogene"
"Gm12136","processed_pseudogene","Gm12136_processed_pseudogene"
"Gm12137","processed_pseudogene","Gm12137_processed_pseudogene"
"Gm12138","processed_pseudogene","Gm12138_processed_pseudogene"
"Mat2b","protein_coding","Mat2b_protein_coding"
"Hmmr","protein_coding","Hmmr_protein_coding"
"Nudcd2","protein_coding","Nudcd2_protein_coding"
"Ccng1","protein_coding","Ccng1_protein_coding"
"Gm24446","snRNA","Gm24446_snRNA"
"Hmgb1-ps1","processed_pseudogene","Hmgb1-ps1_processed_pseudogene"
"Platr13","lncRNA","Platr13_lncRNA"
"Gm12140","processed_pseudogene","Gm12140_processed_pseudogene"
"Hspd1-ps3","processed_pseudogene","Hspd1-ps3_processed_pseudogene"
"Gm12142","processed_pseudogene","Gm12142_processed_pseudogene"
"A230004M16Rik","lncRNA","A230004M16Rik_lncRNA"
"Gm12143","processed_pseudogene","Gm12143_processed_pseudogene"
"Gabrg2","protein_coding","Gabrg2_protein_coding"
"Gabra1","protein_coding","Gabra1_protein_coding"
"Gabra6","protein_coding","Gabra6_protein_coding"
"Gabrb2","protein_coding","Gabrb2_protein_coding"
"Gm25543","misc_RNA","Gm25543_misc_RNA"
"Gm9972","TEC","Gm9972_TEC"
"Gm12145","lncRNA","Gm12145_lncRNA"
"Atp10b","protein_coding","Atp10b_protein_coding"
"Gm12146","lncRNA","Gm12146_lncRNA"
"Gm12144","lncRNA","Gm12144_lncRNA"
"Gm12147","lncRNA","Gm12147_lncRNA"
"Mir146","miRNA","Mir146_miRNA"
"Gm12148","lncRNA","Gm12148_lncRNA"
"Pttg1","protein_coding","Pttg1_protein_coding"
"Slu7","protein_coding","Slu7_protein_coding"
"Gm12151","processed_pseudogene","Gm12151_processed_pseudogene"
"C1qtnf2","protein_coding","C1qtnf2_protein_coding"
"Ccnjl","protein_coding","Ccnjl_protein_coding"
"Gm12150","lncRNA","Gm12150_lncRNA"
"4933415A04Rik","lncRNA","4933415A04Rik_lncRNA"
"Fabp6","protein_coding","Fabp6_protein_coding"
"Gm12149","processed_pseudogene","Gm12149_processed_pseudogene"
"Gm12152","processed_pseudogene","Gm12152_processed_pseudogene"
"Pwwp2a","protein_coding","Pwwp2a_protein_coding"
"Ttc1","protein_coding","Ttc1_protein_coding"
"Adra1b","protein_coding","Adra1b_protein_coding"
"Gm12153","lncRNA","Gm12153_lncRNA"
"Gm12154","lncRNA","Gm12154_lncRNA"
"Gm12155","processed_pseudogene","Gm12155_processed_pseudogene"
"Il12b","protein_coding","Il12b_protein_coding"
"Ublcp1","protein_coding","Ublcp1_protein_coding"
"Gm22121","miRNA","Gm22121_miRNA"
"Gm12156","processed_pseudogene","Gm12156_processed_pseudogene"
"Rnf145","protein_coding","Rnf145_protein_coding"
"4930597A21Rik","lncRNA","4930597A21Rik_lncRNA"
"Gm37695","TEC","Gm37695_TEC"
"Ebf1","protein_coding","Ebf1_protein_coding"
"Gm12158","lncRNA","Gm12158_lncRNA"
"Gm12159","lncRNA","Gm12159_lncRNA"
"Gm12160","lncRNA","Gm12160_lncRNA"
"Gm38087","TEC","Gm38087_TEC"
"Gm37312","TEC","Gm37312_TEC"
"Gm12161","processed_pseudogene","Gm12161_processed_pseudogene"
"Gm12162","lncRNA","Gm12162_lncRNA"
"Gm22284","snoRNA","Gm22284_snoRNA"
"F630206G17Rik","lncRNA","F630206G17Rik_lncRNA"
"Gm12163","processed_pseudogene","Gm12163_processed_pseudogene"
"Gm12164","processed_pseudogene","Gm12164_processed_pseudogene"
"Gm22751","miRNA","Gm22751_miRNA"
"Clint1","protein_coding","Clint1_protein_coding"
"Lsm11","protein_coding","Lsm11_protein_coding"
"Thg1l","protein_coding","Thg1l_protein_coding"
"Sox30","protein_coding","Sox30_protein_coding"
"Gm12165","processed_pseudogene","Gm12165_processed_pseudogene"
"Gm12166","protein_coding","Gm12166_protein_coding"
"Adam19","protein_coding","Adam19_protein_coding"
"Mir8100","miRNA","Mir8100_miRNA"
"Gm16033","lncRNA","Gm16033_lncRNA"
"Gm16034","lncRNA","Gm16034_lncRNA"
"Nipal4","protein_coding","Nipal4_protein_coding"
"Mir7239","miRNA","Mir7239_miRNA"
"Cyfip2","protein_coding","Cyfip2_protein_coding"
"Fndc9","protein_coding","Fndc9_protein_coding"
"Gm12568","processed_pseudogene","Gm12568_processed_pseudogene"
"Itk","protein_coding","Itk_protein_coding"
"Gm12167","lncRNA","Gm12167_lncRNA"
"Fam71b","protein_coding","Fam71b_protein_coding"
"Med7","protein_coding","Med7_protein_coding"
"2310031A07Rik","lncRNA","2310031A07Rik_lncRNA"
"Gm12168","processed_pseudogene","Gm12168_processed_pseudogene"
"Havcr2","protein_coding","Havcr2_protein_coding"
"Gm12169","protein_coding","Gm12169_protein_coding"
"Gm12170","unprocessed_pseudogene","Gm12170_unprocessed_pseudogene"
"Gm12171","lncRNA","Gm12171_lncRNA"
"Rpl9-ps2","processed_pseudogene","Rpl9-ps2_processed_pseudogene"
"BC053393","protein_coding","BC053393_protein_coding"
"Dppa1","protein_coding","Dppa1_protein_coding"
"Gm4926","lncRNA","Gm4926_lncRNA"
"Gm12173","unprocessed_pseudogene","Gm12173_unprocessed_pseudogene"
"Timd2","protein_coding","Timd2_protein_coding"
"Gm12174","processed_pseudogene","Gm12174_processed_pseudogene"
"Havcr1","protein_coding","Havcr1_protein_coding"
"Timd4","protein_coding","Timd4_protein_coding"
"Gm12175","processed_pseudogene","Gm12175_processed_pseudogene"
"Sgcd","protein_coding","Sgcd_protein_coding"
"Gm12176","processed_pseudogene","Gm12176_processed_pseudogene"
"Gm23039","snRNA","Gm23039_snRNA"
"Gm12178","processed_pseudogene","Gm12178_processed_pseudogene"
"Gm12179","processed_pseudogene","Gm12179_processed_pseudogene"
"Gm12180","processed_pseudogene","Gm12180_processed_pseudogene"
"Gm12181","processed_pseudogene","Gm12181_processed_pseudogene"
"Gm24422","snoRNA","Gm24422_snoRNA"
"Gm12182","processed_pseudogene","Gm12182_processed_pseudogene"
"Gm12183","processed_pseudogene","Gm12183_processed_pseudogene"
"Rack1","protein_coding","Rack1_protein_coding"
"Gm25296","snoRNA","Gm25296_snoRNA"
"Snord96a","snoRNA","Snord96a_snoRNA"
"Snord95","snoRNA","Snord95_snoRNA"
"Trim41","protein_coding","Trim41_protein_coding"
"Gm12184","protein_coding","Gm12184_protein_coding"
"Trim7","protein_coding","Trim7_protein_coding"
"Gm16170","lncRNA","Gm16170_lncRNA"
"Irgm1","protein_coding","Irgm1_protein_coding"
"Gm5431","protein_coding","Gm5431_protein_coding"
"Gm12185","protein_coding","Gm12185_protein_coding"
"Psme2b","protein_coding","Psme2b_protein_coding"
"9930111J21Rik1","protein_coding","9930111J21Rik1_protein_coding"
"Olfr56","protein_coding","Olfr56_protein_coding"
"Tgtp1","protein_coding","Tgtp1_protein_coding"
"Gm12186","processed_pseudogene","Gm12186_processed_pseudogene"
"9930111J21Rik2","protein_coding","9930111J21Rik2_protein_coding"
"Tgtp2","protein_coding","Tgtp2_protein_coding"
"Gm12187","unprocessed_pseudogene","Gm12187_unprocessed_pseudogene"
"Ifi47","protein_coding","Ifi47_protein_coding"
"Gm12188","processed_pseudogene","Gm12188_processed_pseudogene"
"Olfr1396","protein_coding","Olfr1396_protein_coding"
"Olfr1395","protein_coding","Olfr1395_protein_coding"
"Olfr1394","protein_coding","Olfr1394_protein_coding"
"Btnl9","protein_coding","Btnl9_protein_coding"
"Zfp62","protein_coding","Zfp62_protein_coding"
"Mgat1","protein_coding","Mgat1_protein_coding"
"Olfr1393","protein_coding","Olfr1393_protein_coding"
"Olfr1392","protein_coding","Olfr1392_protein_coding"
"Olfr10","protein_coding","Olfr10_protein_coding"
"Olfr1391","protein_coding","Olfr1391_protein_coding"
"Olfr1390","protein_coding","Olfr1390_protein_coding"
"Gm12189","processed_pseudogene","Gm12189_processed_pseudogene"
"Olfr1389","protein_coding","Olfr1389_protein_coding"
"Olfr1388","protein_coding","Olfr1388_protein_coding"
"Olfr1387","protein_coding","Olfr1387_protein_coding"
"Olfr1386","protein_coding","Olfr1386_protein_coding"
"Olfr1385","protein_coding","Olfr1385_protein_coding"
"Olfr1384","protein_coding","Olfr1384_protein_coding"
"Olfr1383","protein_coding","Olfr1383_protein_coding"
"Olfr1382","protein_coding","Olfr1382_protein_coding"
"Olfr1381","protein_coding","Olfr1381_protein_coding"
"Olfr1380","protein_coding","Olfr1380_protein_coding"
"1700024J04Rik","pseudogene","1700024J04Rik_pseudogene"
"Gm12190","processed_pseudogene","Gm12190_processed_pseudogene"
"Flt4","protein_coding","Flt4_protein_coding"
"Scgb3a1","protein_coding","Scgb3a1_protein_coding"
"Cnot6","protein_coding","Cnot6_protein_coding"
"Gm12191","processed_pseudogene","Gm12191_processed_pseudogene"
"Gm12192","processed_pseudogene","Gm12192_processed_pseudogene"
"Gm23813","miRNA","Gm23813_miRNA"
"Gm12193","processed_pseudogene","Gm12193_processed_pseudogene"
"Gfpt2","protein_coding","Gfpt2_protein_coding"
"Mapk9","protein_coding","Mapk9_protein_coding"
"Gm23492","miRNA","Gm23492_miRNA"
"Rasgef1c","protein_coding","Rasgef1c_protein_coding"
"Rnf130","protein_coding","Rnf130_protein_coding"
"Mir340","miRNA","Mir340_miRNA"
"Gm12194","processed_pseudogene","Gm12194_processed_pseudogene"
"Tbc1d9b","protein_coding","Tbc1d9b_protein_coding"
"Gm12195","lncRNA","Gm12195_lncRNA"
"Mrnip","protein_coding","Mrnip_protein_coding"
"Sqstm1","protein_coding","Sqstm1_protein_coding"
"Mgat4b","protein_coding","Mgat4b_protein_coding"
"Mir6919","miRNA","Mir6919_miRNA"
"Ltc4s","protein_coding","Ltc4s_protein_coding"
"Gm26542","lncRNA","Gm26542_lncRNA"
"Maml1","protein_coding","Maml1_protein_coding"
"Canx","protein_coding","Canx_protein_coding"
"Gm12196","processed_pseudogene","Gm12196_processed_pseudogene"
"Cby3","protein_coding","Cby3_protein_coding"
"Mir804","miRNA","Mir804_miRNA"
"Hnrnph1","protein_coding","Hnrnph1_protein_coding"
"Rufy1","protein_coding","Rufy1_protein_coding"
"Gm23824","misc_RNA","Gm23824_misc_RNA"
"Gm12198","lncRNA","Gm12198_lncRNA"
"Adamts2","protein_coding","Adamts2_protein_coding"
"Gm12199","lncRNA","Gm12199_lncRNA"
"Gm12200","lncRNA","Gm12200_lncRNA"
"Gm23392","rRNA","Gm23392_rRNA"
"Zfp354c","protein_coding","Zfp354c_protein_coding"
"Zfp879","protein_coding","Zfp879_protein_coding"
"Grm6","protein_coding","Grm6_protein_coding"
"Gm12660","lncRNA","Gm12660_lncRNA"
"Zfp454","protein_coding","Zfp454_protein_coding"
"Zfp2","protein_coding","Zfp2_protein_coding"
"Zfp354b","protein_coding","Zfp354b_protein_coding"
"4933414I15Rik","protein_coding","4933414I15Rik_protein_coding"
"Prop1","protein_coding","Prop1_protein_coding"
"Olfr1379-ps1","unprocessed_pseudogene","Olfr1379-ps1_unprocessed_pseudogene"
"Olfr1378","protein_coding","Olfr1378_protein_coding"
"Gm12661","processed_pseudogene","Gm12661_processed_pseudogene"
"Olfr1377","protein_coding","Olfr1377_protein_coding"
"Olfr1376-ps1","unprocessed_pseudogene","Olfr1376-ps1_unprocessed_pseudogene"
"Olfr51","protein_coding","Olfr51_protein_coding"
"Olfr54","protein_coding","Olfr54_protein_coding"
"Olfr1375","protein_coding","Olfr1375_protein_coding"
"Zfp354a","protein_coding","Zfp354a_protein_coding"
"9230009I02Rik","lncRNA","9230009I02Rik_lncRNA"
"Gm12202","unprocessed_pseudogene","Gm12202_unprocessed_pseudogene"
"Gm12201","processed_pseudogene","Gm12201_processed_pseudogene"
"Olfr1374-ps1","unprocessed_pseudogene","Olfr1374-ps1_unprocessed_pseudogene"
"Gm12203","processed_pseudogene","Gm12203_processed_pseudogene"
"Platr20","lncRNA","Platr20_lncRNA"
"Gm12569","protein_coding","Gm12569_protein_coding"
"BC049762","protein_coding","BC049762_protein_coding"
"Clk4","protein_coding","Clk4_protein_coding"
"Gm25082","misc_RNA","Gm25082_misc_RNA"
"Col23a1","protein_coding","Col23a1_protein_coding"
"Phykpl","protein_coding","Phykpl_protein_coding"
"Hnrnpab","protein_coding","Hnrnpab_protein_coding"
"Nhp2","protein_coding","Nhp2_protein_coding"
"Rmnd5b","protein_coding","Rmnd5b_protein_coding"
"N4bp3","protein_coding","N4bp3_protein_coding"
"D930048N14Rik","protein_coding","D930048N14Rik_protein_coding"
"0610009B22Rik","protein_coding","0610009B22Rik_protein_coding"
"Sec24a","protein_coding","Sec24a_protein_coding"
"Gm25291","snoRNA","Gm25291_snoRNA"
"Sar1b","protein_coding","Sar1b_protein_coding"
"Jade2","protein_coding","Jade2_protein_coding"
"Gm39822","lncRNA","Gm39822_lncRNA"
"Gm26551","lncRNA","Gm26551_lncRNA"
"Gm26061","snRNA","Gm26061_snRNA"
"Cdkn2aipnl","protein_coding","Cdkn2aipnl_protein_coding"
"Ube2b","protein_coding","Ube2b_protein_coding"
"Gm12204","lncRNA","Gm12204_lncRNA"
"Cdkl3","protein_coding","Cdkl3_protein_coding"
"Gm12205","lncRNA","Gm12205_lncRNA"
"Ppp2ca","protein_coding","Ppp2ca_protein_coding"
"Gm24157","miRNA","Gm24157_miRNA"
"9430098F02Rik","lncRNA","9430098F02Rik_lncRNA"
"Mir3061","miRNA","Mir3061_miRNA"
"Olfr1373","protein_coding","Olfr1373_protein_coding"
"Olfr1372-ps1","transcribed_unprocessed_pseudogene","Olfr1372-ps1_transcribed_unprocessed_pseudogene"
"Gm12206","processed_pseudogene","Gm12206_processed_pseudogene"
"Olfr1371","protein_coding","Olfr1371_protein_coding"
"Skp1a","protein_coding","Skp1a_protein_coding"
"Gm12207","lncRNA","Gm12207_lncRNA"
"Tcf7","protein_coding","Tcf7_protein_coding"
"A630014C17Rik","lncRNA","A630014C17Rik_lncRNA"
"Vdac1","protein_coding","Vdac1_protein_coding"
"9530068E07Rik","protein_coding","9530068E07Rik_protein_coding"
"Gm12208","processed_pseudogene","Gm12208_processed_pseudogene"
"Gm12209","processed_pseudogene","Gm12209_processed_pseudogene"
"Gm12210","processed_pseudogene","Gm12210_processed_pseudogene"
"Fstl4","protein_coding","Fstl4_protein_coding"
"Gm11186","lncRNA","Gm11186_lncRNA"
"Gm11189","processed_pseudogene","Gm11189_processed_pseudogene"
"Hspa4","protein_coding","Hspa4_protein_coding"
"Zcchc10","protein_coding","Zcchc10_protein_coding"
"Gm11188","processed_pseudogene","Gm11188_processed_pseudogene"
"Aff4","protein_coding","Aff4_protein_coding"
"Gm25930","snRNA","Gm25930_snRNA"
"Mir6920","miRNA","Mir6920_miRNA"
"Leap2","protein_coding","Leap2_protein_coding"
"Uqcrq","protein_coding","Uqcrq_protein_coding"
"Gdf9","protein_coding","Gdf9_protein_coding"
"Gm10447","lncRNA","Gm10447_lncRNA"
"Shroom1","protein_coding","Shroom1_protein_coding"
"Gm12212","lncRNA","Gm12212_lncRNA"
"Gm9837","TEC","Gm9837_TEC"
"Sowaha","protein_coding","Sowaha_protein_coding"
"Gm9945","TEC","Gm9945_TEC"
"Rpl9-ps3","processed_pseudogene","Rpl9-ps3_processed_pseudogene"
"Sept8","protein_coding","Sept8_protein_coding"
"A430108G06Rik","lncRNA","A430108G06Rik_lncRNA"
"Kif3a","protein_coding","Kif3a_protein_coding"
"Il4","protein_coding","Il4_protein_coding"
"Il13","protein_coding","Il13_protein_coding"
"Rps2-ps4","processed_pseudogene","Rps2-ps4_processed_pseudogene"
"Rad50","protein_coding","Rad50_protein_coding"
"Gm22275","misc_RNA","Gm22275_misc_RNA"
"Il5","protein_coding","Il5_protein_coding"
"Gm12214","lncRNA","Gm12214_lncRNA"
"Gm12213","processed_pseudogene","Gm12213_processed_pseudogene"
"Mir7671","miRNA","Mir7671_miRNA"
"Irf1","protein_coding","Irf1_protein_coding"
"Gm17334","TEC","Gm17334_TEC"
"Gm12216","protein_coding","Gm12216_protein_coding"
"Slc22a5","protein_coding","Slc22a5_protein_coding"
"Gm12217","processed_pseudogene","Gm12217_processed_pseudogene"
"Gm12218","processed_pseudogene","Gm12218_processed_pseudogene"
"AL596182.1","unprocessed_pseudogene","AL596182.1_unprocessed_pseudogene"
"Gm12220","unprocessed_pseudogene","Gm12220_unprocessed_pseudogene"
"Slc22a21","protein_coding","Slc22a21_protein_coding"
"Gm12219","processed_pseudogene","Gm12219_processed_pseudogene"
"Slc22a4","protein_coding","Slc22a4_protein_coding"
"Pdlim4","protein_coding","Pdlim4_protein_coding"
"P4ha2","protein_coding","P4ha2_protein_coding"
"Gm12221","processed_pseudogene","Gm12221_processed_pseudogene"
"4933405E24Rik","lncRNA","4933405E24Rik_lncRNA"
"Gm12222","processed_pseudogene","Gm12222_processed_pseudogene"
"Csf2","protein_coding","Csf2_protein_coding"
"Gm12223","lncRNA","Gm12223_lncRNA"
"Il3","protein_coding","Il3_protein_coding"
"Acsl6","protein_coding","Acsl6_protein_coding"
"Gm12224","lncRNA","Gm12224_lncRNA"
"Meikin","protein_coding","Meikin_protein_coding"
"Gm12226","processed_pseudogene","Gm12226_processed_pseudogene"
"Gm12225","processed_pseudogene","Gm12225_processed_pseudogene"
"Fnip1","protein_coding","Fnip1_protein_coding"
"Gm24198","snRNA","Gm24198_snRNA"
"Rapgef6","protein_coding","Rapgef6_protein_coding"
"Gm26116","miRNA","Gm26116_miRNA"
"Cdc42se2","protein_coding","Cdc42se2_protein_coding"
"Gm12227","lncRNA","Gm12227_lncRNA"
"Gm12229","processed_pseudogene","Gm12229_processed_pseudogene"
"Lyrm7os","lncRNA","Lyrm7os_lncRNA"
"Lyrm7","protein_coding","Lyrm7_protein_coding"
"Gm25426","snRNA","Gm25426_snRNA"
"Hint1","protein_coding","Hint1_protein_coding"
"Gpx3","protein_coding","Gpx3_protein_coding"
"Tnip1","protein_coding","Tnip1_protein_coding"
"Gm12230","processed_pseudogene","Gm12230_processed_pseudogene"
"Anxa6","protein_coding","Anxa6_protein_coding"
"Ccdc69","protein_coding","Ccdc69_protein_coding"
"Gm2a","protein_coding","Gm2a_protein_coding"
"Gm12231","processed_pseudogene","Gm12231_processed_pseudogene"
"Mup-ps22","processed_pseudogene","Mup-ps22_processed_pseudogene"
"Slc36a3","protein_coding","Slc36a3_protein_coding"
"Slc36a3os","lncRNA","Slc36a3os_lncRNA"
"Slc36a2","protein_coding","Slc36a2_protein_coding"
"Slc36a1os","lncRNA","Slc36a1os_lncRNA"
"Slc36a1","protein_coding","Slc36a1_protein_coding"
"Fat2","protein_coding","Fat2_protein_coding"
"Sparc","protein_coding","Sparc_protein_coding"
"Atox1","protein_coding","Atox1_protein_coding"
"Gm12235","processed_pseudogene","Gm12235_processed_pseudogene"
"G3bp1","protein_coding","G3bp1_protein_coding"
"Gm22884","snoRNA","Gm22884_snoRNA"
